dataset,method,epoch,entropy_mean,entropy_std,weight_max_mean,weight_max_std
synthetic_spurious,groupdro,19,0.6277419222939399,0.09525478786763342,0.7878880473875229,0.04327124981446387
synthetic_spurious,groupdro,20,0.6204150992055093,0.09785991951525343,0.7909150235114559,0.044281889136830725
synthetic_spurious,ipdr_no_ent,1,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,2,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,3,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,4,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,5,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,6,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,7,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,8,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,9,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,10,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,11,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,12,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,13,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,14,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,15,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,16,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,17,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,18,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,19,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_no_ent,20,0.0,0.0,1.0,0.0
synthetic_spurious,ipdr_dro_inv,1,1.0985551065014254,2.4330690082078573e-05,0.3364411557874372,0.0009213056521611522
synthetic_spurious,ipdr_dro_inv,2,1.095489081259697,0.0011826179846583039,0.36352220889060727,0.006844032678144931
synthetic_spurious,ipdr_dro_inv,3,1.074048867533284,0.007392406185578951,0.42812171097724666,0.016117640406036002
synthetic_spurious,ipdr_dro_inv,4,1.0310721474309121,0.01532648175107778,0.4983644187450409,0.01998365452235711
synthetic_spurious,ipdr_dro_inv,5,0.9837060936035649,0.02084314119293886,0.5530010406048067,0.02051852832146104
synthetic_spurious,ipdr_dro_inv,6,0.9398149813375165,0.024832153177403025,0.593991812582939,0.02037982770443902
synthetic_spurious,ipdr_dro_inv,7,0.8988961604333692,0.029974384149274558,0.6272968211481648,0.02181614124878488
synthetic_spurious,ipdr_dro_inv,8,0.860347476697737,0.03612826585854389,0.6558694616440803,0.0238232134878147
synthetic_spurious,ipdr_dro_inv,9,0.8270093387173068,0.04191256724099469,0.6783302957011809,0.02584833327219835
synthetic_spurious,ipdr_dro_inv,10,0.7953069186979724,0.04982924510439742,0.6985732547698482,0.029202549971505898
synthetic_spurious,ipdr_dro_inv,11,0.7683781073939416,0.05755037540757103,0.7146585960542001,0.03225579790651982
synthetic_spurious,ipdr_dro_inv,12,0.7455658058966359,0.06325414317274065,0.7277287467833489,0.03411407410725175
synthetic_spurious,ipdr_dro_inv,13,0.724221945193506,0.07031209435329448,0.7395622603354916,0.036797308159652015
synthetic_spurious,ipdr_dro_inv,14,0.7039575249918045,0.07480957033198479,0.7504072097039992,0.03774649823675425
synthetic_spurious,ipdr_dro_inv,15,0.6878713527033404,0.08125433162453645,0.7585910777891836,0.04022216498521547
synthetic_spurious,ipdr_dro_inv,16,0.6738476230252174,0.08531574595965039,0.765615144468123,0.04135562997579949
synthetic_spurious,ipdr_dro_inv,17,0.6602412085379323,0.0886677311598511,0.7723069594752404,0.04209741646259215
synthetic_spurious,ipdr_dro_inv,18,0.6498639871997218,0.0919077239737692,0.7771612113521945,0.043062445753056684
synthetic_spurious,ipdr_dro_inv,19,0.639115906915357,0.09600705720282965,0.7822074917054945,0.04425664855344206
synthetic_spurious,ipdr_dro_inv,20,0.6320077696154194,0.09854446050191386,0.7851752246579816,0.045241101080991705
synthetic_spurious,ipdr_no_inv,1,1.0910054722139912,0.00184680998070149,0.3725380822535484,0.005071140520272175
synthetic_spurious,ipdr_no_inv,2,1.0281987790138492,0.017548075248905275,0.4853815974727754,0.02499912519333345
synthetic_spurious,ipdr_no_inv,3,0.982808082719003,0.01863897586537207,0.5442194942505129,0.019987392444694066
synthetic_spurious,ipdr_no_inv,4,1.0053903260538655,0.011541228120510416,0.5186443242334551,0.01345724025421736
synthetic_spurious,ipdr_no_inv,5,1.0237962911205907,0.013330247118480309,0.49139556654037964,0.015443548732992706
synthetic_spurious,ipdr_no_inv,6,1.0357750834957244,0.012946486834442794,0.47713982520564907,0.01718554860908379
synthetic_spurious,ipdr_no_inv,7,1.0391517600705547,0.01208170059099153,0.4717132191504202,0.014637279432744833
synthetic_spurious,ipdr_no_inv,8,1.047059276027064,0.010682976014393816,0.46071639541656745,0.018414025798060462
synthetic_spurious,ipdr_no_inv,9,1.0514420355519942,0.010312091397626663,0.4564733434107996,0.017135014238385055
synthetic_spurious,ipdr_no_inv,10,1.053981037293711,0.011400499356499958,0.44890074268464114,0.01951636627072121
synthetic_spurious,ipdr_no_inv,11,1.056848715966748,0.010941887311292099,0.44492935307564274,0.017542888702194483
synthetic_spurious,ipdr_no_inv,12,1.0587443520945887,0.010792715416738211,0.44321148280174505,0.01431977309195037
synthetic_spurious,ipdr_no_inv,13,1.0628478488614481,0.012822326339774079,0.43591503731666065,0.021731783812295003
synthetic_spurious,ipdr_no_inv,14,1.0666072668567779,0.00890892194223801,0.4313636845157992,0.02012886291243517
synthetic_spurious,ipdr_no_inv,15,1.0645999750783368,0.010786113856892661,0.4339289963245392,0.017694463127756584
synthetic_spurious,ipdr_no_inv,16,1.0655843792423125,0.009326190666559821,0.4325389060281938,0.015328680715261646
synthetic_spurious,ipdr_no_inv,17,1.0712926880005866,0.008698332157857324,0.42200137415239886,0.014889383157318239
synthetic_spurious,ipdr_no_inv,18,1.069705630502393,0.0097678281381605,0.4248926624175041,0.017318278870419923
synthetic_spurious,ipdr_no_inv,19,1.0710196856529481,0.007721587307779925,0.4225472746356841,0.013553874879756381
synthetic_spurious,ipdr_no_inv,20,1.069852223319392,0.007187252799367814,0.42431647777557374,0.014087979564164261
synthetic_spurious,ipdr,1,1.0910156434582123,0.001842064563852389,0.37251578588639533,0.005062359757986813
synthetic_spurious,ipdr,2,1.0287135570280015,0.01740734347058344,0.48478346601609257,0.024884409884817927
synthetic_spurious,ipdr,3,0.9851842534157538,0.018493445618218893,0.5417952670205024,0.020066469329159467
synthetic_spurious,ipdr,4,1.0078134786698127,0.011633400076821124,0.5158719833820096,0.013776297793418636
synthetic_spurious,ipdr,5,1.025795199794154,0.013150038255175066,0.4889470692603819,0.015381227298384459
synthetic_spurious,ipdr,6,1.0375290970648487,0.012693729011649448,0.4748321665871528,0.017061069876808586
synthetic_spurious,ipdr,7,1.0407842555353717,0.011911472963209862,0.469561303815534,0.01451914612967707
synthetic_spurious,ipdr,8,1.048683479524428,0.010559563670864589,0.4584159522287307,0.018368062375910717
synthetic_spurious,ipdr,9,1.0529336840875687,0.010220049021685104,0.45419800589161535,0.01731954467887805
synthetic_spurious,ipdr,10,1.0554070284289698,0.011233429739525007,0.44681956133534834,0.019473751112956277
synthetic_spurious,ipdr,11,1.0581343839245458,0.01080949024877509,0.44300586408184417,0.01761043144716261
synthetic_spurious,ipdr,12,1.0600843644911244,0.01058246804294682,0.4410279939251561,0.014194479878843941
synthetic_spurious,ipdr,13,1.064030057768668,0.012551725989948345,0.43400838278955023,0.021669555773688443
synthetic_spurious,ipdr,14,1.0677471906908098,0.0086977480144433,0.42941550189448935,0.01987513035542427
synthetic_spurious,ipdr,15,1.0657031574556906,0.010471215942488676,0.43209795740342904,0.01728536842693521
synthetic_spurious,ipdr,16,1.0666768347063371,0.00906384029614252,0.4307162611715255,0.014993034447510763
synthetic_spurious,ipdr,17,1.0722246043143735,0.008505660350454322,0.4202893960860467,0.014650126554268427
synthetic_spurious,ipdr,18,1.0706616109417333,0.009427621254676378,0.42333100130481105,0.017119702325065714
synthetic_spurious,ipdr,19,1.0719701866949758,0.007493431376453391,0.4207912191267937,0.013465549913937535
synthetic_spurious,ipdr,20,1.070764677370748,0.00689921400623873,0.4226123825196296,0.013598468259061225
